batch_idx,round_i,sample_idx,kind,alpha,r,tol_accept,accept,mse,sse_p,sse_q,logp,logq,log_ratio,ratio,sigma_eff,sigma_mode,bias,mean_xi_minus_q,var_xi_minus_q,mean_xi_minus_p,var_xi_minus_p
2,0,2,proposal,9.75490564811285e-24,0.6940810680389404,False,False,1.8720355033874512,1258.0078125,1202.793701171875,-1207.2027587890625,-1154.218505859375,-52.9842529296875,9.755091030425577e-24,0.7218326926231384,adaptive,1.0,-0.021475015208125114,1.7894103527069092,0.002917298348620534,1.8720269203186035
2,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.7023533582687378,adaptive,1.0,nan,nan,0.0003554764261934906,1.5651566982269287
2,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6813443899154663,adaptive,1.0,nan,nan,0.005380046088248491,1.4725996255874634
2,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.7218326926231384,adaptive,1.0,nan,nan,0.00844268687069416,1.804835319519043
0,0,0,proposal,3.0828566215145976e-44,0.6261138319969177,False,False,1.565306544303894,1051.885986328125,956.037841796875,-1099.3359375,-999.1641235351562,-100.17181396484375,3.0828566215145976e-44,0.6916782855987549,adaptive,1.0,0.0027439205441623926,1.4226678609848022,0.11586751788854599,1.5518815517425537
0,0,1,proposal,0.0,0.913435697555542,False,False,1.7346874475479126,1165.7099609375,1045.61083984375,-1099.2381591796875,-985.9873657226562,-113.25079345703125,0.0,0.7281726598739624,adaptive,1.0,0.00372216384857893,1.5559545755386353,0.1223565861582756,1.719716191291809
0,0,2,proposal,2.3045235279127e-36,0.15736445784568787,False,False,1.5232346057891846,1023.6136474609375,946.7989501953125,-1093.4871826171875,-1011.428955078125,-82.0582275390625,2.3044356384730177e-36,0.6841419339179993,adaptive,1.0,0.007866677828133106,1.4088650941848755,0.09050896763801575,1.515042781829834
0,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6916782855987549,adaptive,1.0,nan,nan,-0.10331719368696213,1.3088757991790771
0,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.7281726598739624,adaptive,1.0,nan,nan,-0.010795950889587402,1.5499212741851807
0,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6841419339179993,adaptive,1.0,nan,nan,0.0019473717547953129,1.4784727096557617
1,0,0,proposal,0.0,0.5350106358528137,False,False,1.9409641027450562,1304.327880859375,1176.1197509765625,-1337.466796875,-1206.001220703125,-131.465576171875,0.0,0.6982917189598083,adaptive,1.0,0.0439254529774189,1.7482486963272095,0.110503651201725,1.9287528991699219
1,0,1,proposal,1.197969698803904e-18,0.17129512131214142,False,False,1.5912574529647827,1069.324951171875,1027.6824951171875,-1059.6556396484375,-1018.3897094726562,-41.26593017578125,1.197937748952744e-18,0.7103255987167358,adaptive,1.0,-0.05949303135275841,1.5257501602172852,-0.02309766225516796,1.5907238721847534
1,0,2,proposal,0.0,0.835750162601471,False,False,1.4723302125930786,989.4058837890625,883.202392578125,-991.4384155273438,-885.0167846679688,-106.421630859375,0.0,0.7063815593719482,adaptive,1.0,0.05644119530916214,1.3111037015914917,0.09355494379997253,1.4635778665542603
1,0,0,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.6982917189598083,adaptive,1.0,nan,nan,-0.017288148403167725,1.4034218788146973
1,0,1,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.7103255987167358,adaptive,1.0,nan,nan,0.07759188115596771,1.4615535736083984
1,0,2,target_draw,nan,nan,,,nan,nan,nan,nan,nan,nan,nan,0.7063815593719482,adaptive,1.0,nan,nan,0.0038433955051004887,1.7648831605911255
2,0,0,proposal,0.0,0.8015530705451965,False,False,1.9972690343856812,1342.164794921875,1230.062255859375,-1360.3934326171875,-1246.7684326171875,-113.625,0.0,0.7023533582687378,adaptive,1.0,0.0006781987030990422,1.8304494619369507,0.11672017723321915,1.9836454391479492
2,0,1,proposal,1.7307465358845102e-39,0.8706115484237671,False,False,1.6491725444793701,1108.243896484375,1025.376708984375,-1193.63623046875,-1104.384033203125,-89.252197265625,1.7308656462539778e-39,0.6813443899154663,adaptive,1.0,-0.054896190762519836,1.522844672203064,0.028207456693053246,1.648376703262329
